,Winery,Lats,Longs
3372,Little Giant,33.5824521,-84.38006779999999
3373,M2,36.1608842,-96.0379353
3374,Sbragia,38.7204495,-122.9936779
3375,Phillips Hill,39.1011495,-123.4890823
3376,Vizar,19.1716711,-98.3019375
3377,Tenuta San Guido,40.76295160000001,-73.9692965
3378,Château Saint Esteve d'Uchaux,44.2029548,4.8148066
3379,Chêne Bleu,45.3848961,-73.9721892
3380,Cutruzzola,35.5689897,-121.1030998
3381,Foursight,40.7674755,-111.8832682
3382,Gagliole,43.2391087,13.0680789
3383,Goat Bubbles,34.6426455,-120.4389362
3384,Viña Olabarri,42.5736437,-2.8799636
3385,Domaine A. Machard de Gramont,47.1461761,4.9365798
3386,Domaine Charly Nicolle,47.8151627,3.8683882
3387,Weibel Family,38.1346519,-121.2738772
3388,Charles Joguet,47.13135200000001,0.340404
3389,Domaine Thomas & Fils,47.3576641,2.8128815
3390,Cullen,57.691635,-2.8219369
3391,Enrique Mendoza,34.1703846,-118.5899359
3392,Ermisch,42.3182906,-85.18173660000001
3393,Domaine des Rochelles,47.39999479999999,-0.4616553
3394,Viniterra,37.5307658,-77.0748806
3395,Murray Street,40.7149601,-74.01160639999999
3396,JCR,32.8278678,-96.8425305
3397,Prodigal,35.4783003,-97.5137259
3398,Signal Ridge,32.8864498,-96.4782616
3399,Amor Fati,39.2949472,-76.62241639999999
3400,Casa Smith,41.0545057,-73.4558399
3401,Domaine de Roche-Guillon,46.202106,4.693858
3402,Domaine Rossignol-Février Père et Fils,47.0021086,4.7805775
3403,Vinum Cellars,38.222947,-122.2630482
3404,Bodega El Transito,-26.073997,-65.973747
3405,Signano,44.2466376,10.1463429
3406,Vins Descombe,46.0689025,4.648934500000001
3407,A Blooming Hill Vineyard,45.4833149,-123.0736655
3408,Director's Cut,33.556003,-117.685182
3409,Schwarz Wine Company,-34.5403177,138.9617186
3410,Bernard et Christophe Richel,45.5349778,5.951702999999999
3411,Vellum,32.7836148,-96.7801654
3412,Harney Lane,38.1017958,-121.1577167
3413,Forget-Brimont,49.1503628,4.0958797
3414,Manzone,37.2630074,-121.9669072
3415,Narrow Gate,35.7534019,-87.2553209
3416,Russo,36.0328805,-95.9215491
3417,Six Sigma Ranch,38.8624391,-122.5633597
3418,Blue Plate,33.2376686,-87.56274359999999
3419,San Fabiano Calcinaia,43.44518,11.216886
3420,Tenuta La Badiola,42.7924968,10.971908
3421,Domaine du Moulin,45.32781,-72.4296829
3422,Vignerons de Buzet,44.2497415,0.3072257
3423,Marques de Tomares,42.4617959,-2.5717168
3424,Parés Baltà,41.369493,1.6558517
3425,Laudun Chusclan,44.148989,4.682918
3426,Michel Picard,45.5288739,-73.34357279999999
3427,Rippey,38.624136,-121.0626237
3428,Vasco Urbano,37.6764637,-121.7192758
3429,Stellina,30.311425,-104.021559
3430,Wente,37.6642501,-121.7253465
3431,Zuani,45.966332,13.5582326
3432,Thistle,37.0256817,-95.9736712
3433,Montecastro,-34.620674,-58.50582619999999
3434,Neo,36.8777355,-94.8650696
3435,Patit Creek Cellars,47.7306406,-122.1392966
3436,Il Fitto,43.19235700000001,11.8695581
3437,Joel Gott,38.5038964,-122.4717413
3438,Marcarini,44.7000233,8.0845451
3439,Newhouse Family,39.806669,-85.3477343
3440,Caricature,39.0830417,-94.58279669999999
3441,Chandler Reach,46.262324,-119.514365
3442,Château de Farel,43.8445229,4.5865056
3443,CK Mondavi,38.5188794,-122.4813969
3444,Raeburn,35.0463179,-80.80878849999999
3445,Reign,37.5335275,-95.82912809999999
3446,Robert Ramsay,47.6344716,-122.3573805
3447,Smith & Hook,37.09024,-95.712891
3448,Vortex,33.7790465,-84.3844378
3449,Wind Rose,30.0592154,-95.5134458
3450,Gremillet,45.3929204,-73.515951
3451,Conterno Fantino,44.58526,7.9721161
3452,Amalia,36.941968,-105.4544519
3453,Avelina,39.7518626,-104.9989881
3454,Blacksmith,36.374105,-95.469533
3455,Mähler-Besse,44.8551901,-0.5756087
3456,Medrano,32.8728061,-96.87636719999999
3457,Red Knot,36.651915,-76.227625
3458,Vazart Coquart & Fils,49.026025,4.01102
3459,Voyager Estate,-33.9967337,115.0546712
3460,Enos Vineyard,38.3803052,-122.8017599
3461,Roberts & Rogers,37.09024,-95.712891
3462,Di Arie,38.5677767,-120.7721245
3463,Domaine des Tilleuls,44.173168,5.135024
3464,Domaine Fouassier,47.328079,2.8308463
3465,Domaine Vacheron,40.7402783,-73.9897403
3466,Lornano,43.3976923,11.2695613
3467,Losi Querciavalle,43.3645437,11.3640516
3468,Westwood,36.3079506,-95.64156419999999
3469,Remelluri,40.7147337,-74.010069
3470,Bodega Margot,-33.468116,-69.134973
3471,Bodegas Ontañón,42.4599619,-2.4088639
3472,Château de Fontenille,44.762395,-0.326489
3473,Château du Taillan,44.906508,-0.661007
3474,Bodegas El Porvenir De Los Andes,-26.069721,-65.97422449999999
3475,Château l'Escart,44.9167345,-0.4546234
3476,Olsen Estates,33.5372216,-112.0647514
3477,Château Ducru Beaucaillou,45.150911,-0.734644
3478,McManis,37.7571197,-121.0790526
3479,Elkhorn Ridge,44.4697675,-103.7349353
3480,Finca Nueva,42.4410481,-2.570729
3481,Vignobles Sarrail,43.1770662,2.367461
3482,De Venoge,41.521487,-74.8397473
3483,Charles Heidsieck,37.6691403,-122.1007441
3484,Delamotte,37.194159,-93.2629989
3485,Agrapart & Fils,40.7170897,-74.32439529999999
3486,Philipponnat,37.6691403,-122.1007441
3487,Alta Maria,34.6650175,-120.1150581
3488,Bodegas Corral,42.432249,-2.55196
3489,Brophy Clark,35.571494,-120.57424
3490,Cantina del Nebbiolo,44.7602031,8.0091154
3491,Ca'Romè,44.7124184,8.0892998
3492,Yates Family Vineyard,38.3401502,-122.4098602
3493,Francone,29.9327218,-95.5660212
3494,Gitton Père et Fils,47.3154701,2.8500728
3495,Lusso Della Terra,35.7335973,-120.6055263
3496,Michael Florentino,47.7690162,-122.1477646
3497,Bodegas Escudero,28.6492081,-106.0766717
3498,Upland Estates,29.7895149,-95.5770448
3499,Zynthesis,38.4357927,-122.8701654
3500,Novy,37.7515498,-122.4321099
3501,Quasar,34.0354128,-118.2235182
3502,Tenuta Roveglia,40.68334410000001,-73.99557349999999
3503,Timothy Malone,32.792437,-96.779423
3504,C R Graybehl,38.2598449,-122.4367049
3505,Château Toutigeac,39.9673566,-74.98576709999999
3506,Domaine G. Metz,48.3639147,7.4325147
3507,Draxton,38.6294191,-122.8771774
3508,Mike and Molly Hendry,38.3195786,-122.3440621
3509,Mission Hill,42.329617,-71.1062302
3510,Robert John,36.1354035,-95.96677489999999
3511,SoDo,47.5829755,-122.3348036
3512,Love That Red,47.76953,-122.1508
3513,Terra Bella,35.9624529,-119.0442687
3514,Campogiovanni,42.992812,11.4385798
3515,Contino,37.09024,-95.712891
3516,Denis Jamain,47.0801536,2.0427297
3517,Domaine Philippe Raimbault,47.3644514,2.803186
3518,Domaine Vincent Pinard,47.3077412,2.7936258
3519,Emile Balland,40.7170897,-74.32439529999999
3520,Zepaltas,38.4751349,-122.73559
3521,Brooklyn Winery,40.7172725,-73.9551066
3522,Casa Sola,43.526343,11.210775
3523,Château d'Arcins,45.072516,-0.7247429999999999
3524,Tenuta Santavenere,43.08622039999999,11.7606081
3525,Tessier Winery,38.583993,-122.842383
3526,Winenot,42.759178,-71.46479699999999
3527,Cesani,43.505696,11.002787
3528,Domaine Jacourette,43.4925831,5.7227273
3529,Estandon,43.4007427,6.0533115
3530,Weather,36.1492435,-95.86208409999999
3531,Château Faugères,44.8789319,-0.0792763
3532,Château Labégorce Margaux,45.0515365,-0.688657
3533,Château Monbrison,45.0005688,-0.6765388
3534,Canella,35.7197315,-81.24543589999999
3535,Château Brane-Cantenac,45.0241356,-0.6746810999999999
3536,Steele,36.750671,-95.938194
3537,Henry of Pelham,43.108796,-79.29577909999999
3538,Lake Sonoma,38.759642,-123.0915605
3539,Peterson,37.69480799999999,-97.454532
3540,Villa Mt. Eden,37.2683088,-122.0604075
3541,Storybook Mountain,38.6021968,-122.6388055
3542,Krug,43.4564609,-80.49255610000002
3543,Kason,39.1321121,-94.58188659999999
3544,Château Pas du Cerf,43.1929485,6.2081578
3545,Château Thuerry,43.553944,6.302010999999999
3546,Selvanova,20.6542962,-87.0928318
3547,Tre Anelli,34.6659634,-120.1152412
3548,Domaine de Savagny,46.6886981,5.6674222
3549,Château la Favière,45.0064431,-0.0112941
3550,City Winery Chicago,41.884588,-87.6571111
3551,Alliance Loire,48.014277,3.088529
3552,Cave des Producteurs de Vouvray,47.4166843,0.7807713
3553,Château Bréhat,48.846085,-2.999939
3554,Château Camarsac,44.828449,-0.369749
3555,Rutherford Grove,38.47159,-122.4356324
3556,Sierra Norte,33.8183235,-111.870273
3557,La Merika,34.0522342,-118.2436849
3558,Kellerei Kaltern Caldaro,46.42100720000001,11.2522537
3559,Villa Canestrari,45.4360792,11.1875237
3560,Cantina Valle Isarco,46.6480894,11.5842165
3561,Sandro de Bruno,45.4554883,11.3138966
3562,Bella Piazza,38.4954601,-120.8227993
3563,Chatom Vineyards,38.108317,-120.461129
3564,Domaine de la Perruche,47.2184345,0.0508352
3565,Hecht & Bannier,38.9153196,-76.98419849999999
3566,Henri Goutorbe,49.0563678,4.0042507
3567,Billsboro,42.7985969,-76.9793159
3568,Page Springs,34.7578306,-111.8950438
3569,Shaw,37.09024,-95.712891
3570,Finca El Portillo,19.3240837,-69.49504449999999
3571,Wölffer,40.945028,-72.27747
3572,Sheldrake Point,42.663409,-76.701425
3573,Bodega Goulart,33.742809,-118.0251828
3574,Hamilton,37.0148298,-95.6156498
3575,Bodegas Adriá,42.5995782,-6.7923249
3576,Schug,38.2306966,-122.4767339
3577,Mendoza Vineyards,-32.9275784,-68.8194529
3578,Kenefick Ranch,38.590157,-122.556074
3579,Valenti,39.0723464,-84.3247665
3580,Masseria del Feudo,37.4070073,13.9018891
3581,Tucannon,46.47709649999999,-117.9359765
3582,VIgnobles Roux,44.682248,-0.196431
3583,South Coast,33.69100299999999,-117.8889767
3584,Vionta,38.2277832,-122.4585557
3585,Emina,33.5543413,-112.1182704
3586,Wilson,37.0404423,-95.6406409
3587,Jermann,45.9889302,13.4694797
3588,Lafond,34.5956362,-120.2702023
3589,Mathilde Chapoutier Sélection,42.2874084,-87.8527118
3590,Native Flora,45.301693,-123.064032
3591,Frostwatch,38.403388,-122.643466
3592,Grand Napa,38.4545834,-122.4199815
3593,Mansion Creek,32.3343578,-95.25236
3594,Le Chateau,49.2256547,-122.9987638
3595,Villa Oneiro,39.149854,20.230805
3596,Allure,37.4108173,-94.7393801
3597,Broadside,42.3572804,-71.05258479999999
3598,Castel Sallegg,46.414789,11.239828
3599,Celler Piñol,41.093,0.31123
3600,Mas Igneus,41.204978,0.77942
3601,Malavasi Daniele,45.123815,8.449002
3602,Masut da Rive,45.9146914,13.4589615
3603,Page Mill Winery,37.669149,-121.74592
3604,Woop Woop,42.1380567,-71.1477426
3605,CalNaturale,37.8253066,-121.2725848
3606,Les Jamelles,40.74492619999999,-73.984681
3607,Bodegas Los Llanos,38.7645504,-3.3841139
3608,Solabal,42.5703658,-2.7126527
3609,Brandborg,43.6363158,-123.5658985
3610,Château Anthonic,45.06522529999999,-0.7672397999999999
3611,Château Coufran,41.88493709999999,-87.651909
3612,Carhartt Vineyard,34.6664424,-120.1151958
3613,Starfield,39.6452754,-94.517731
3614,Talamonti,42.4094369,13.9703608
3615,Château Rimauresq,43.2925165,6.2400727
3616,Chateau St. Jean,38.4275595,-122.5482248
3617,Coral Wines,38.7074755,-122.9027647
3618,Castello di Monterinaldi,43.5119675,11.3270332
3619,Castello di Radda,43.49651490000001,11.3688434
3620,San Leonino,43.4202017,11.297555
3621,Schramsberg,38.5494815,-122.5378838
3622,Setriolo,43.448066,11.258889
3623,Dachshund,35.2613066,-96.4861724
3624,Borgo Salcetino,41.3475032,-72.4126378
3625,Castello di Fonterutoli,43.4352183,11.3066938
3626,Château de Chambert,44.4484575,1.1320716
3627,Leconfield,53.876265,-0.455482
3628,Garnier et Fils,47.8984779,3.761883
3629,Domaine Emmanuel Giboulot,47.0195918,4.8461297
3630,Domaine Thunevin-Calvet,42.809936,2.600715
3631,Mazzi,25.932586,-80.153815
3632,Pahlmeyer,38.4872964,-122.4485967
3633,The Vineyard House,38.4186061,-122.4111502
3634,Boeschen Vineyards,38.5383894,-122.489024
3635,Gainey,34.6080746,-120.0651244
3636,Golden Triangle,33.1903279,-97.10791429999999
3637,Two Sisters,29.9575423,-90.0652683
3638,l'Escargot,36.5577999,-121.9212573
3639,Muscardini,38.4156401,-122.5480839
3640,Pomelo,33.5402975,-112.0566912
3641,Torrevento,41.096029,16.344158
3642,Winery by the Creek,38.587658,-120.652308
3643,Worthy,40.75068,-73.984539
3644,Aitor Ider Balbo,-33.0819288,-68.44150929999999
3645,Casa Rondeña Winery,35.1546557,-106.6475792
3646,Unionville,39.8833634,-75.7197228
3647,Dos Cabezas,31.679954,-110.653524
3648,Naches Heights,46.64903109999999,-120.6585503
3649,Enate,29.7810005,-95.53972720000002
3650,EnRoute,36.7373827,-95.99423689999999
3651,Henry Marionnet,47.4001339,1.4978762
3652,Bachelder,42.975372,-85.624583
3653,Martin Woods,45.1773676,-123.3258587
3654,Mongarda,45.8972109,12.0875988
3655,Municipal Winemakers,34.413882,-119.68863
3656,Berberana,42.9185764,-3.059498
3657,Catania,37.5078772,15.0830304
3658,Château Beaubois,43.6579759,4.3428612
3659,Valdubón,41.6101362,-3.6870503
3660,Laurent-Perrier,40.7519952,-73.9253986
3661,Davenport Cellars,47.768763,-122.149452
3662,Cave Cooperative du Vendômois,47.797907,1.004605
3663,Baricci,43.0786923,11.4850613
3664,Ambassador Vineyard,47.7695818,-122.1501995
3665,Fattoria della Talosa,43.0930824,11.7814494
3666,Romeo,42.802808,-83.0129874
3667,Tenuta Valdipiatta,43.11164580000001,11.8136343
3668,Two Ponds,39.841319,-105.1045086
3669,Virage,29.7632588,-95.4160952
3670,La Chouette,44.7958568,-123.0618305
3671,Laetitia,35.092218,-120.5361527
3672,Pighin,45.982959,13.2763901
3673,San Antonio,29.4241219,-98.49362819999999
3674,Santa Sofia,41.008583,28.980175
3675,Tenuta Fernanda Cappello,46.1459084,12.8531081
3676,Fuse,40.4328452,-86.9144458
3677,Grandes Vinos y Viñedos,41.362235,-1.206886
3678,Gecko,33.055349,-96.8320725
3679,Domaine de la Mordorée,44.011567,4.705892
3680,Fattoria Poggerino,43.5092861,11.403527
3681,Castello Vicchiomaggio,43.609711,11.285637
3682,Château de Marsan,43.6556591,0.7212179000000001
3683,Fattoria di Corsignano,43.3941199,11.3444818
3684,Rocca delle Macìe,40.5754641,-74.5522551
3685,Tenuta San Vito,43.75259399999999,11.044466
3686,Guado al Melo,43.19306,10.624739
3687,Jack,37.09024,-95.712891
3688,Joyce,37.09024,-95.712891
3689,Lavau,48.324635,4.0867889
3690,Monte Ferro,45.416418,-122.7004711
3691,Nera,40.7568777,-73.9820345
3692,Straight Line,36.0944706,-95.86773869999999
3693,Château la Bretonnière,45.1801935,-0.5953316
3694,Asensio,47.3003674,-122.3593682
3695,Conde de Siruela,38.9790703,-5.0481593
3696,Storrs,41.8084314,-72.24952309999999
3697,Tenuta Rocca,44.5764794,7.962599599999999
3698,Château d'Azur,45.6276316,-73.6198683
3699,Domaine Fourrey,47.8158025,3.7712803
3700,Kobler,38.611398,-122.87554
3701,Maison Champy,47.024716,4.84085
3702,Ugo Lequio,44.722448,8.120112
3703,Gratia,49.2206436,-122.6061987
3704,Gordonzello,42.1313919,-5.4097903
3705,Château Haut-Peyrous,44.5080795,-0.23967
3706,Jean-Pierre et Michel Auvigué,40.91968689999999,-74.1243858
3707,Hardys,44.0529504,-121.3021598
3708,Rasi,38.7579591,-121.2541862
3709,The Bridge,35.9902277,-95.88537529999999
3710,Timbre,47.6169667,-122.3309823
3711,Zotovich Cellars,34.6430616,-120.4352374
3712,Chateau Margene,35.5166295,-120.4939378
3713,Château Laffitte Carcasset,45.2522747,-0.7805867
3714,Domaine la Mereuille,44.100029,4.804244
3715,Château Brown,38.3080428,-122.2945259
3716,Rosemount,44.7394103,-93.12577230000001
3717,Logan Australia,-27.7749944,153.0618566
3718,Owen's Estate,39.23213399999999,-121.0368219
3719,Paul Thomas,36.8918948,-94.8788886
3720,Penmara,-33.709936,151.101144
3721,Hamelin Bay,-34.2255581,115.0608636
3722,Noviello,40.588239,-74.6447419
3723,Rosa d'Oro,38.981352,-122.853163
3724,Produttori Vini Manduria,40.4058286,17.6363356
3725,North by Northwest,30.3911109,-97.7383919
3726,Prager,38.4911724,-122.4548845
3727,Statti,38.922387,16.3241897
3728,Tenute Orestiadi,37.8085846,12.878869
3729,Steiner Family Vineyards,38.5400392,-120.7894877
3730,Bisceglia,43.83020459999999,-79.5331782
3731,La Canosa,42.94263660000001,13.5259992
3732,Clara Marcelli,42.895067,13.747557
3733,Domaine du Colombier,45.7201694,-74.1022814
3734,Coffele,45.4217483,11.2487538
3735,Díaz Bayo,41.590947,-3.649063
3736,Domaine Mersiol,48.3228973,7.4458205
3737,Faniel et Fils,49.1092995,3.9138177
3738,Alexana,45.30319900000001,-123.073144
3739,Berryhill,37.1334023,-95.87664889999999
3740,Bestheim,48.141752,7.324154999999999
3741,Boeckel,48.3960993,7.441579399999999
3742,Sumarroca,41.428719,1.830322
3743,Vega Barcelona,39.9444567,-82.9900443
3744,Capafons-Ossó,41.1543199,0.8019335999999999
3745,Charles Heintz,38.4076501,-122.9477131
3746,William Hatcher,38.4439227,-122.7038291
3747,Cuvaison,38.2511732,-122.3470837
3748,La Montagne,45.501598,-73.59323499999999
3749,Goldeneye,39.057784,-123.432641
3750,Sensorium,40.7221562,-73.9923116
3751,Sonnet,43.454111,-80.529071
3752,Montecappone,43.5078262,13.2041823
3753,Nodland,42.4505193,-96.3401131
3754,Northwest Collection,46.85307900000001,-114.017206
3755,Château de Lisennes,44.841621,-0.45826
3756,Château Haut Bages Libéral,45.1819683,-0.7493430999999999
3757,Jorche,40.360778,17.491222
3758,Drytown,34.557301,-118.059873
3759,Emeri,33.639896,-84.01331789999999
3760,Talaria,45.513017,-122.8382889
3761,Tenute Mater Domini,40.3536759,18.1727586
3762,Greg Norman Estates,38.2191699,-122.2691992
3763,Château Ambe Tour Pourret,44.902324,-0.167534
3764,Five Star Cellars,46.0924003,-118.2710311
3765,Burgess,37.5561579,-94.6149587
3766,Bellacana,38.69341,-122.8603759
3767,Bricco Mondalino,45.008603,8.407276
3768,460 Casina Bric,44.6182124,7.928459699999999
3769,Noble Tree,40.6730428,-74.0176778
3770,Avenue,36.06039519999999,-95.85441349999999
3771,Callia,34.0035626,-118.2161072
3772,Mallea,43.6043514,-116.3991855
3773,Saddleback,33.5540319,-117.6641121
3774,Austin Hope,35.5890723,-120.7213059
3775,Blue Farm,41.1040104,-73.82895359999999
3776,Maison Jessiaume,46.9111604,4.701288
3777,Domaine du Chalet Pouilly,46.296943,4.727157
3778,Bodegas Caro,-32.9126066,-68.8427138
3779,Gauchezco,-32.902771,-68.8472821
3780,Crushed,32.797026,-117.252107
3781,Cuvée Wine Cellars,37.4980721,-122.2453671
3782,Di Giovanna,37.6793587,13.1956911
3783,Duca di Salaparuta,38.0615685,13.5383014
3784,Feudo Principi di Butera,37.217077,14.062553
3785,Pere Ventura,41.4207007,1.777685
3786,Sorrentino,37.0534516,-94.47828489999999
3787,Tommasone,38.862778,-86.51226899999999
3788,Villa Matilde,15.5554139,-88.01612899999999
3789,Viridiana,45.4931908,-73.49728999999999
3790,Élevée Winegrowers,45.285464,-123.031155
3791,Pellet Estate,38.5065124,-122.469064
3792,Richard Rottiers,46.184357,4.739108
3793,Talley,33.0668227,-96.8751434
3794,Zusslin,47.93401799999999,7.231001999999999
3795,Parallel,39.1286727,-94.69055259999999
3796,Arcudi,42.0948657,-71.541867
3797,Barbieri,42.2796342,-71.4323095
3798,SonVida,39.5868256,2.5941239
3799,Moccagatta,44.7188324,8.0843895
3800,Renzo Seghesio,44.58396459999999,7.968955500000001
3801,Rivetti Massimo,44.721864,8.128055999999999
3802,Roadhouse Winery,38.6102457,-122.8690388
3803,Legendre,45.5504916,-73.64371729999999
3804,Latium di Morini,45.4689246,11.1329121
3805,Le Marognole,45.542401,10.922937
3806,Pasqua,33.1409509,-86.7527643
3807,Rubinelli Vajol,45.521864,10.896849
3808,Begali,37.4141858,-77.6481313
3809,Trapezio,34.0347172,-84.7763429
3810,Bodegas Copaboca,41.518259,-4.942377
3811,Sabotage,34.0298408,-118.1502097
3812,Azelia,44.632024,7.965902999999999
3813,Chalone,36.4701378,-121.2298315
3814,Château Beychevelle,45.14423,-0.7353879999999999
3815,Clos Haut-Peyraguey,44.5457016,-0.3396912
3816,Château Chauvin,44.917292,-0.168797
3817,Château Cône-Taillasson Sabourin,45.1375502,-0.661615
3818,Château des Landes,44.985041,-0.095679
3819,Château Les Grands Maréchaux,38.945234,-77.06361199999999
3820,Château L'Escadre,45.12436599999999,-0.615283
3821,Vins El Cep,41.454315,1.8076918
3822,Domaine Dominique Gruhier,47.876146,3.9788988
3823,Girly Girl,36.6437182,-93.2639555
3824,Montevetrano,40.6794227,14.8641034
3825,Lucas & Lewellen,33.0842854,-96.5766577
3826,Stemmler,39.9492021,-75.19534519999999
3827,Tenuta L'Illuminata,44.644618,7.909561999999999
3828,Alma Sol,34.1788697,-118.8566816
3829,Bera,40.7613997,-73.96933829999999
3830,Gianelli,37.6454323,-120.9948622
3831,Plumb Cellars,46.0676758,-118.3381156
3832,Temps de Flors,38.7409374,-0.0107663
3833,Txomín Etxaníz,43.2960394,-2.1942006
3834,Valtea,42.15680070000001,-8.2452379
3835,Château Maison Blanche,46.335071,6.958340799999999
